AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
3.702,109.941887229,2153.3,5340.2,0.093146,110.035033468,Y,6682.159,3248.3,19.0,G,5254.1,5770.9;5512.5;5598.6;5512.5;5340.2;5254.1;5426.4;5254.1;5254.1;5254.1;5340.2;6460.0;6373.8;4134.4;3617.6,6460.0,3617.6,S
2.107,110.200626781,775.2,5340.2,0.060373,110.260999344,Y,5846.889,4408.4,22.0,G,5340.2,4737.3;4737.3;5340.2;5340.2;5340.2;5168.0;5168.0;5426.4;5426.4;5168.0,5426.4,4737.3,S
2.039,110.348970791,689.1,5770.9,0.067272,110.416243075,Y,6125.312,4733.2,22.0,G,5857.0,5426.4;5426.4;5857.0;5857.0;5684.8;5598.6;5598.6;5857.0;5857.0;5340.2,5857.0,5340.2,S
3.83,110.554237503,1636.5,5254.1,0.091421,110.645658812,Y,7146.198,3201.9,19.0,G,5254.1,5254.1;6029.3;5684.8;5340.2;5340.2;5254.1;4823.4;5426.4;5340.2;5340.2;5512.5;5857.0;6373.8;4823.4;4220.5,6373.8,4220.5,S
3.324,110.747429702,2239.5,5254.1,0.065547,110.812977056,Y,6960.582,3805.1,20.0,G,5254.1,5770.9;6632.2;6373.8;5857.0;5512.5;5254.1;4651.2;4392.8;4220.5;4134.4;4306.6,6632.2,4134.4,S
3.705,113.287685757,1981.1,5340.2,0.087971,113.375657205,Y,6821.371,3248.3,19.0,G,5340.2,4995.7;4995.7;5340.2;5340.2;5340.2;5340.2;5340.2;4995.7;5340.2;5254.1;6201.6;6287.7;4995.7;4306.6,6287.7,4306.6,S
2.279,113.54470038,775.2,5512.5,0.060373,113.605072942,Y,5754.081,4315.6,22.0,G,5598.6,5512.5;5598.6;5598.6;5598.6;5598.6;5081.8;4995.7;5512.5;5340.2;4995.7,5598.6,4995.7,S
2.014,113.724093136,516.8,5857.0,0.053473,113.777565977,Y,6171.716,4686.8,22.0,G,5857.0,5857.0;5857.0;5857.0;5684.8;5512.5;5770.9;5857.0;5684.8,5857.0,5512.5,S
3.799,116.336233153,2067.2,5081.8,0.087971,116.424204601,Y,6774.967,2969.8,19.0,G,5426.4,4737.3;5598.6;5512.5;5426.4;5426.4;4995.7;4995.7;5340.2;5340.2;5340.2;5081.8;6632.2;5081.8;4392.8,6632.2,4392.8,S
2.237,116.596697636,602.9,5512.5,0.063822,116.660520059,Y,5661.274,4362.0,22.0,G,5512.5,4909.6;5168.0;5168.0;5598.6;5512.5;5512.5;5168.0;5512.5;5598.6;5426.4,5598.6,4909.6,S
2.631,116.76401588,947.5,5770.9,0.056923,116.820938582,N,6218.12,4826.0,19.0,G,5426.4,5512.5;6029.3;6029.3;6029.3;5943.2;5943.2;6029.3;5770.9;5426.4,6029.3,5426.4,S
3.53,116.938233846,2153.3,5168.0,0.084522,117.022755433,N,6589.351,3619.5,19.0,G,4995.7,5512.5;5081.8;5081.8;4995.7;4995.7;5426.4;5081.8;5254.1;4995.7;3703.7;6373.8;5081.8;4306.6;5081.8,6373.8,3703.7,S
3.345,117.10727702,2153.3,4995.7,0.062097,117.169374513,N,6821.371,3851.5,20.0,G,4995.7,4737.3;6632.2;6632.2;5598.6;5254.1;4995.7;4651.2;4306.6;4048.2;4392.8,6632.2,4048.2,S
2.923,117.214222702,2067.2,4737.3,0.070722,117.284944846,Y,6821.371,4129.9,19.0,G,4392.8,5943.2;6287.7;6287.7;6373.8;6373.8;6373.8;5512.5;5081.8;4737.3;4392.8;4392.8;4392.8,6373.8,4392.8,S
3.184,117.314268662,2153.3,5426.4,0.086247,117.40051518,Y,7656.641,4269.2,20.0,G,4995.7,6287.7;6804.5;6804.5;6890.6;6201.6;6804.5;6287.7;5598.6;5426.4;5168.0;4995.7;4737.3;5081.8;4995.7,6890.6,4737.3,S
3.376,117.421214344,2067.2,5598.6,0.077622,117.49883621,Y,7888.66,4547.6,20.0,G,5081.8,6373.8;7149.0;7149.0;6890.6;6287.7;6287.7;6546.1;5770.9;5598.6;5426.4;5081.8;4737.3;5081.8,7149.0,4737.3,S
3.389,117.526435095,2239.5,5598.6,0.084522,117.610956682,Y,8213.487,4222.8,20.0,G,5081.8,6201.6;7149.0;7149.0;7321.3;6373.8;5857.0;6546.1;5857.0;5598.6;5512.5;5081.8;4823.4;5081.8;4995.7,7321.3,4823.4,S
3.589,117.631655847,2411.7,6287.7,0.084522,117.716177434,Y,8491.911,4408.4,20.0,G,5081.8,5684.8;6718.4;7235.2;7235.2;7235.2;6546.1;6632.2;6546.1;6287.7;5684.8;5684.8;5081.8;4737.3;5081.8,7235.2,4737.3,S
3.493,117.754125902,2411.7,6718.4,0.074172,117.828297907,Y,8445.507,4640.4,20.0,G,6718.4,6804.5;7235.2;7235.2;7235.2;6718.4;6718.4;6804.5;6287.7;5857.0;5512.5;4995.7;4737.3,7235.2,4737.3,S
3.925,119.908071984,2239.5,5512.5,0.081072,119.98914371,Y,6914.178,3248.3,19.0,G,6546.1,5770.9;5426.4;5512.5;5340.2;5426.4;4995.7;5426.4;4823.4;5081.8;6546.1;5512.5;4306.6;5684.8,6546.1,4306.6,S
2.545,120.154737024,775.2,5426.4,0.068997,120.223734238,Y,5939.697,4547.6,22.0,G,5770.9,4995.7;5340.2;5598.6;5598.6;5770.9;5598.6;5081.8;5081.8;5598.6;5426.4;5168.0,5770.9,4995.7,S
2.27,120.325505129,516.8,5857.0,0.060373,120.385877691,Y,6078.909,4501.2,22.0,G,5943.2,5770.9;5857.0;5943.2;5770.9;5598.6;5512.5;5857.0;5770.9;5512.5;5770.9,5943.2,5512.5,S
3.802,120.516972398,2153.3,5426.4,0.091421,120.608393706,Y,6682.159,2969.8,19.0,G,5426.4,5081.8;5598.6;5512.5;5426.4;5426.4;5340.2;4737.3;4823.4;5254.1;5426.4;5426.4;6287.7;6287.7;4306.6;3962.1,6287.7,3962.1,S
3.346,120.684290642,2153.3,5081.8,0.067272,120.751562925,Y,6821.371,3851.5,20.0,G,5426.4,4737.3;5943.2;6546.1;6373.8;5857.0;5426.4;4823.4;4651.2;4306.6;4048.2;4220.5,6546.1,4048.2,S
2.926,120.791236323,2325.6,5770.9,0.077622,120.868858189,Y,6914.178,3851.5,20.0,G,6201.6,5943.2;6201.6;6201.6;6287.7;6546.1;5857.0;5426.4;5168.0;4737.3;4565.0;4306.6;4220.5,6546.1,4220.5,S
3.488,120.893007214,2325.6,6287.7,0.084522,120.977528801,Y,7935.064,4129.9,20.0,G,5168.0,5943.2;6890.6;6890.6;7062.9;6976.8;6976.8;6976.8;6460.0;5770.9;5598.6;5168.0;4823.4;4651.2;4909.6,7062.9,4651.2,S
3.409,121.003402757,2325.6,6201.6,0.081072,121.084474483,Y,7749.448,4362.0,20.0,G,5857.0,6287.7;7062.9;7062.9;7321.3;6287.7;6287.7;6287.7;6201.6;5857.0;5598.6;5168.0;4823.4;5081.8,7321.3,4823.4,S
3.263,121.113798299,2497.9,5943.2,0.077622,121.191420165,Y,7749.448,4594.0,20.0,G,5168.0,6976.8;7149.0;7149.0;7235.2;6373.8;6632.2;6373.8;5684.8;5598.6;5168.0;4909.6;4737.3;4909.6,7235.2,4737.3,S
3.474,121.21556919,2584.0,5857.0,0.084522,121.300090777,Y,7795.852,4408.4,20.0,G,4995.7,6632.2;7321.3;7493.6;7407.4;6546.1;6718.4;6460.0;6029.3;5857.0;5426.4;4995.7;4651.2;5168.0,7493.6,4651.2,S
3.608,121.339764175,2497.9,6115.4,0.081072,121.420835902,Y,8491.911,4315.6,20.0,G,5943.2,6976.8;6976.8;7493.6;6890.6;7321.3;7062.9;7149.0;6029.3;5943.2;5512.5;5081.8;4651.2;5168.0,7493.6,4651.2,S
3.591,121.450159718,2411.7,6546.1,0.082797,121.532956374,Y,7749.448,4547.6,20.0,G,7062.9,6373.8;7062.9;7407.4;6976.8;6718.4;6632.2;6976.8;6373.8;5512.5;5857.0;5168.0;4823.4;5857.0,7407.4,4823.4,S
3.603,123.010118203,1894.9,5426.4,0.084522,123.094639791,Y,6774.967,3109.1,19.0,G,5512.5,6029.3;5598.6;5598.6;5512.5;5426.4;4995.7;5340.2;4909.6;5254.1;6029.3;6287.7;5081.8;3876.0,6287.7,3876.0,S
2.343,123.23780901,689.1,5512.5,0.062097,123.299906502,Y,5754.081,4454.8,22.0,G,5598.6,5081.8;5081.8;5684.8;5598.6;5426.4;5168.0;5168.0;5598.6;5426.4;5340.2,5684.8,5081.8,S
2.016,123.405127254,430.7,5598.6,0.065547,123.470674607,Y,6032.505,4826.0,22.0,G,5598.6,5598.6;5598.6;5684.8;5770.9;5857.0;5512.5;5512.5;5770.9;5770.9;5512.5,5857.0,5512.5,S
3.565,123.58452001,1981.1,5426.4,0.082797,123.667316667,Y,6960.582,3155.5,19.0,G,5512.5,5081.8;5168.0;5512.5;5512.5;5426.4;5598.6;4995.7;5081.8;5426.4;6546.1;6632.2;5512.5;4306.6,6632.2,4306.6,S
3.12,123.748388394,2153.3,5168.0,0.065547,123.813935747,Y,7192.602,3897.9,20.0,G,5081.8,5512.5;6546.1;6718.4;5943.2;5426.4;5081.8;4737.3;4392.8;4220.5;4220.5,6718.4,4220.5,S
3.048,123.858783936,2153.3,5168.0,0.084522,123.943305523,Y,7053.39,4129.9,20.0,G,4651.2,5943.2;6287.7;6287.7;6546.1;6632.2;6632.2;5512.5;5168.0;4823.4;4651.2;4651.2;4737.3;4651.2;4478.9,6632.2,4478.9,S
3.46,123.965729618,1808.8,5512.5,0.081072,124.046801344,Y,7517.429,4037.1,20.0,G,5598.6,6718.4;6976.8;6546.1;6287.7;6201.6;6632.2;5684.8;5598.6;5512.5;4995.7;4651.2;5254.1;4823.4,6976.8,4651.2,S
3.292,124.069225439,2411.7,5684.8,0.089696,124.158921817,Y,8027.872,4594.0,20.0,G,5684.8,6201.6;7062.9;7235.2;7235.2;7062.9;6287.7;7062.9;6287.7;5598.6;5684.8;5168.0;4909.6;4909.6;4909.6;4909.6,7235.2,4909.6,S
3.431,124.179620981,2497.9,5857.0,0.081072,124.260692708,Y,8074.276,4176.3,20.0,G,5857.0,6718.4;7149.0;7149.0;7062.9;6201.6;6201.6;7321.3;6287.7;5857.0;5684.8;5168.0;4737.3;4392.8,7321.3,4392.8,S
3.408,124.291741454,1894.9,5684.8,0.081072,124.372813181,Y,7981.468,4269.2,20.0,G,5770.9,6804.5;6804.5;7407.4;6460.0;6287.7;6373.8;6287.7;5857.0;5770.9;5512.5;5081.8;4651.2;5081.8,7407.4,4651.2,S
3.617,124.398687136,2411.7,6201.6,0.084522,124.483208723,Y,8352.699,4686.8,20.0,G,5770.9,5684.8;6804.5;6804.5;7149.0;7924.2;6373.8;6373.8;6546.1;5943.2;5770.9;5512.5;4995.7;5598.6;5081.8,7924.2,4995.7,S
3.978,129.438250713,1894.9,5340.2,0.094871,129.533121882,Y,7006.986,2877.0,19.0,G,5426.4,5770.9;5598.6;5684.8;5512.5;5426.4;5512.5;5081.8;4995.7;4737.3;4565.0;6115.4;6718.4;5512.5;3962.1;4478.9;4306.6,6718.4,3962.1,S
2.82,129.624543191,1636.5,4995.7,0.067272,129.691815474,Y,6218.12,4037.1,20.0,G,5081.8,4306.6;4306.6;6029.3;6115.4;5598.6;5254.1;5081.8;4823.4;4392.8;4306.6;4306.6,6115.4,4306.6,S
2.37,129.781511853,1119.7,5943.2,0.055198,129.836709624,Y,6403.736,4594.0,23.0,G,5943.2,6115.4;6201.6;6201.6;6115.4;5943.2;5943.2;5512.5;5081.8;4823.4,6201.6,4823.4,S
3.67,131.753741542,1808.8,5426.4,0.100046,131.853787503,Y,6542.947,2598.6,19.0,G,5426.4,5168.0;5512.5;5598.6;5426.4;5426.4;5426.4;5512.5;5426.4;5081.8;5598.6;5081.8;5081.8;6029.3;5512.5;4306.6;3186.9,6029.3,3186.9,S
2.254,132.019380817,602.9,5512.5,0.053473,132.072853657,Y,5800.485,4408.4,22.0,G,5598.6,5512.5;5598.6;5598.6;5512.5;5168.0;5598.6;5598.6;5426.4,5598.6,5168.0,S
2.365,132.159100175,602.9,5857.0,0.060373,132.219472737,Y,6171.716,4686.8,22.0,G,5598.6,5857.0;5857.0;5857.0;6029.3;5684.8;5598.6;5943.2;5943.2;5512.5,6029.3,5512.5,S
3.796,132.345392653,2153.3,5081.8,0.087971,132.433364101,Y,6914.178,3201.9,19.0,G,5081.8,5598.6;5598.6;5168.0;5081.8;5081.8;4995.7;4995.7;5168.0;5081.8;6632.2;6373.8;6373.8;4306.6;3789.8,6632.2,3789.8,S
3.073,132.497186524,2239.5,5081.8,0.070722,132.567908668,Y,7053.39,3944.3,20.0,G,5081.8,6115.4;6115.4;6632.2;6546.1;5943.2;5512.5;5081.8;4823.4;4651.2;4392.8;4048.2,6632.2,4048.2,S
3.079,132.607582066,2239.5,5598.6,0.072447,132.680029141,Y,7099.794,4083.5,20.0,G,5081.8,6115.4;6115.4;6373.8;5081.8;6632.2;5943.2;5512.5;5081.8;4737.3;4478.9;4392.8;4392.8,6632.2,4392.8,S
3.103,132.705903096,2497.9,5254.1,0.079347,132.785249892,Y,7471.025,3990.7,20.0,G,4823.4,6115.4;7149.0;7235.2;7235.2;6029.3;6115.4;6373.8;5684.8;5512.5;5168.0;4823.4;4651.2;4823.4,7235.2,4651.2,S
3.26,132.809398917,2325.6,5512.5,0.082797,132.892195574,Y,7888.66,4315.6,20.0,G,5512.5,6029.3;7062.9;7062.9;7062.9;6546.1;6287.7;7149.0;6632.2;5598.6;5512.5;5081.8;4823.4;4651.2,7149.0,4651.2,S
3.455,132.92151939,2153.3,5943.2,0.077622,132.999141256,Y,8120.679,4547.6,20.0,G,6029.3,5943.2;7062.9;7062.9;7321.3;6287.7;6201.6;6287.7;6287.7;6029.3;5598.6;5081.8;4995.7;4651.2,7321.3,4651.2,S
3.456,133.028465072,2153.3,6201.6,0.079347,133.107811868,Y,7935.064,4408.4,20.0,G,4995.7,5598.6;7062.9;7149.0;7665.8;6804.5;6460.0;6632.2;6718.4;5943.2;5770.9;5168.0;4995.7,7665.8,4995.7,S
3.736,136.056649869,1722.7,5340.2,0.082797,136.139446526,Y,6542.947,3341.1,19.0,G,5512.5,5512.5;5512.5;5512.5;5426.4;5512.5;5512.5;5512.5;4995.7;5340.2;5340.2;6029.3;6287.7;4737.3;3789.8,6287.7,3789.8,S
2.372,136.327463934,602.9,5340.2,0.056923,136.384386636,Y,5707.678,4269.2,22.0,G,5426.4,5168.0;5340.2;5426.4;5426.4;5426.4;5081.8;5512.5;5340.2;4995.7,5512.5,4995.7,S
2.143,136.474083014,689.1,5770.9,0.060373,136.534455576,Y,6032.505,4826.0,22.0,G,5857.0,5512.5;5684.8;5770.9;5770.9;5770.9;5857.0;5770.9;5857.0;5770.9;5512.5,5857.0,5512.5,S
3.743,136.64830098,2067.2,5340.2,0.087971,136.736272428,Y,6914.178,3016.3,19.0,G,5254.1,5081.8;5943.2;5943.2;5254.1;5254.1;5340.2;5512.5;5254.1;5426.4;5081.8;6460.0;6373.8;4737.3;3789.8,6460.0,3789.8,S
3.028,136.815619224,1981.1,4909.6,0.067272,136.882891507,Y,6960.582,4037.1,20.0,G,4306.6,4134.4;6287.7;6890.6;6373.8;5598.6;5254.1;4823.4;4392.8;4306.6;4220.5;4392.8,6890.6,4134.4,S
3.175,136.929464627,1894.9,5598.6,0.072447,137.001911702,Y,7146.198,4083.5,20.0,G,4737.3,6029.3;6287.7;6287.7;6460.0;6373.8;6373.8;5254.1;5254.1;4737.3;4565.0;4478.9,6460.0,4478.9,S
3.143,137.039860169,1808.8,5598.6,0.070722,137.110582314,Y,7471.025,4547.6,20.0,G,5512.5,6373.8;6976.8;6287.7;6287.7;6287.7;5857.0;5512.5;5512.5;5081.8;4823.4;5081.8,6976.8,4823.4,S
3.078,137.14163106,1981.1,5512.5,0.081072,137.222702786,Y,7703.044,4547.6,20.0,G,5168.0,6373.8;7062.9;7062.9;7235.2;6029.3;6029.3;6373.8;5943.2;5598.6;5512.5;5168.0;5168.0;5081.8,7235.2,5081.8,S
3.795,137.245126881,2153.3,5684.8,0.084522,137.329648468,Y,7656.641,4037.1,20.0,G,4737.3,5770.9;6373.8;6373.8;7407.4;6460.0;5943.2;5943.2;6460.0;5770.9;5770.9;5254.1;4737.3;5081.8;4995.7,7407.4,4737.3,S
3.546,137.360697215,2325.6,5770.9,0.077622,137.43831908,Y,7981.468,4269.2,20.0,G,5857.0,6890.6;6890.6;7321.3;6718.4;6804.5;6718.4;6460.0;5857.0;5512.5;5254.1;4737.3;5081.8,7321.3,4737.3,S
3.632,137.465917966,2239.5,5943.2,0.075897,137.541814901,Y,8259.891,4594.0,20.0,G,5943.2,6373.8;7321.3;7321.3;7924.2;6890.6;6804.5;6718.4;6373.8;5943.2;5857.0;5254.1;4909.6,7924.2,4909.6,S
3.805,139.032714568,1808.8,5254.1,0.093146,139.125860807,Y,6914.178,3109.1,19.0,G,5254.1,5426.4;5168.0;5426.4;5254.1;5254.1;5512.5;5254.1;5168.0;5254.1;5340.2;5340.2;6373.8;5943.2;4306.6;4565.0,6373.8,4306.6,S
3.566,140.422930737,1636.5,5340.2,0.086247,140.509177254,Y,6635.755,3294.7,19.0,G,5168.0,5598.6;5426.4;5168.0;5168.0;5426.4;5598.6;5512.5;5512.5;5426.4;5426.4;6373.8;5943.2;4306.6,6373.8,4306.6,S
2.387,140.662696056,602.9,5512.5,0.058648,140.721343687,Y,5893.293,4501.2,22.0,G,5684.8,5512.5;5684.8;5684.8;5684.8;5598.6;5168.0;5684.8;5254.1;5254.1,5684.8,5168.0,S
2.121,140.802415414,602.9,5770.9,0.063822,140.866237837,Y,6078.909,4640.4,22.0,G,5857.0,5770.9;5857.0;5770.9;5857.0;5857.0;5598.6;5598.6;5943.2;5857.0;5512.5,5943.2,5512.5,S
3.632,140.97835831,2067.2,5512.5,0.094871,141.073229479,Y,6682.159,3201.9,19.0,G,5512.5,5512.5;5943.2;5598.6;5512.5;5512.5;5512.5;5426.4;5512.5;5426.4;5426.4;5426.4;6460.0;6460.0;4737.3;3876.0;5081.8,6460.0,3876.0,S
3.256,141.150851345,1808.8,4995.7,0.067272,141.218123629,Y,6914.178,3851.5,20.0,G,4737.3,5168.0;6460.0;6287.7;5857.0;5512.5;4909.6;4737.3;4392.8;4220.5;4651.2;4392.8,6460.0,4220.5,S
3.017,141.256072096,2067.2,5081.8,0.079347,141.335418892,Y,7006.986,4083.5,20.0,G,4478.9,5943.2;6373.8;6287.7;5512.5;6546.1;6373.8;5598.6;5254.1;4823.4;4565.0;4478.9;4392.8;4478.9,6546.1,4392.8,S
3.316,141.366467639,2239.5,5512.5,0.075897,141.442364574,Y,7935.064,4501.2,20.0,G,5512.5,6976.8;7407.4;6718.4;6373.8;6287.7;6287.7;5943.2;5512.5;5168.0;4823.4;4651.2;4651.2,7407.4,4651.2,S
3.427,141.468238529,2325.6,5598.6,0.084522,141.552760117,Y,7703.044,4176.3,20.0,G,5598.6,6890.6;7149.0;7235.2;6890.6;6718.4;4220.5;6460.0;5943.2;5598.6;5254.1;4909.6;4737.3;5081.8,7235.2,4220.5,S
3.578,141.576909141,2411.7,6287.7,0.082797,141.659705798,Y,7981.468,4315.6,20.0,G,5598.6,6029.3;6976.8;7321.3;7579.7;7579.7;6029.3;6460.0;6632.2;5943.2;5598.6;5254.1;4823.4;5340.2;4995.7,7579.7,4823.4,S
3.619,141.687304684,2584.0,5684.8,0.087971,141.775276132,Y,7935.064,4222.8,20.0,G,5168.0,5684.8;6976.8;7321.3;7321.3;7493.6;6890.6;6890.6;6976.8;5943.2;5684.8;5598.6;5168.0;4823.4;5340.2;5254.1,7493.6,4823.4,S
3.619,141.806324878,2325.6,6373.8,0.072447,141.878771953,Y,8213.487,4454.8,20.0,G,5857.0,6976.8;6976.8;7493.6;6804.5;6546.1;6718.4;6373.8;5857.0;5512.5;5168.0;4823.4,7493.6,4823.4,S
3.675,143.623760632,1894.9,5512.5,0.087971,143.71173208,Y,6682.159,2969.8,19.0,G,5512.5,5857.0;5512.5;5512.5;5512.5;5512.5;5081.8;5512.5;5512.5;5081.8;5426.4;6460.0;6373.8;4737.3;5081.8,6460.0,4737.3,S
2.41,143.896299628,689.1,5426.4,0.056923,143.953222329,N,5800.485,4640.4,22.0,G,5512.5,4995.7;5340.2;5426.4;5512.5;5512.5;4995.7;5081.8;5770.9;4995.7,5770.9,4995.7,S
4.3,147.462148933,2067.2,6460.0,0.089696,147.551845311,N,8381.126,4635.4,24.0,G,6460.0,4995.7;7149.0;7149.0;6890.6;6890.6;6890.6;6890.6;5684.8;6890.6;5770.9;7493.6;6460.0;5770.9;6287.7;5770.9,7493.6,4995.7,S
3.476,147.607043082,1636.5,5770.9,0.079347,147.686389878,N,7538.332,4916.3,25.0,G,5770.9,6546.1;6373.8;5770.9;5770.9;5770.9;7235.2;6890.6;6718.4;5512.5;5081.8;5770.9;5770.9;5684.8,7235.2,5081.8,S
3.285,147.755387093,1378.1,6201.6,0.070722,147.826109237,N,7023.29,4401.3,26.0,G,6287.7,6201.6;6373.8;6287.7;6029.3;5770.9;6373.8;6287.7;5857.0;4823.4;5254.1;5081.8,6373.8,4823.4,S
3.147,147.88993166,1636.5,5684.8,0.100046,147.98997762,N,7116.934,4869.5,27.0,G,5770.9,5598.6;5598.6;5254.1;5254.1;5254.1;5340.2;5943.2;5770.9;6890.6;6804.5;5770.9;6890.6;5857.0;5857.0;5684.8;5770.9,6890.6,5254.1,S
3.596,148.075838193,1981.1,5426.4,0.093146,148.168984432,Y,6867.775,2691.4,19.0,G,5340.2,5081.8;5512.5;5426.4;5426.4;5340.2;5340.2;4995.7;5081.8;5340.2;5512.5;6632.2;6632.2;4995.7;6546.1;5168.0,6632.2,4995.7,S
3.046,148.265580531,1808.8,5426.4,0.070722,148.336302676,Y,6403.736,3805.1,20.0,G,5426.4,5857.0;6287.7;6201.6;5684.8;5426.4;5081.8;4737.3;4565.0;4306.6;4220.5;4392.8,6287.7,4220.5,S
4.004,150.52096091,1722.7,5512.5,0.100046,150.62100687,Y,7146.198,2969.8,19.0,G,5598.6,3789.8;6115.4;5426.4;5426.4;4995.7;5512.5;5598.6;5857.0;5598.6;5770.9;5770.9;5770.9;6373.8;5512.5;3789.8;5254.1,6373.8,3789.8,S
3.904,152.341322274,1636.5,5426.4,0.098321,152.439643304,Y,6821.371,3016.3,19.0,G,5426.4,6201.6;6201.6;5684.8;5426.4;5426.4;5426.4;5512.5;5598.6;5254.1;5598.6;5512.5;6373.8;5426.4;4651.2;3703.7;4306.6,6373.8,3703.7,S
4.269,153.641703809,1722.7,6287.7,0.067272,153.708976092,N,7631.975,4635.4,24.0,G,6373.8,6201.6;6718.4;6201.6;6373.8;6201.6;6115.4;5512.5;6804.5;6373.8;6115.4,6804.5,5512.5,S
3.68,153.776248376,947.5,6029.3,0.072447,153.848695451,N,7772.441,5197.2,25.0,G,6029.3,6115.4;5857.0;5857.0;7235.2;6890.6;5770.9;6029.3;5684.8;6029.3;5857.0;5598.6,7235.2,5598.6,S
3.788,154.628502196,1292.0,5081.8,0.087971,154.716473643,N,6264.524,3109.1,19.0,G,5081.8,4651.2;5081.8;5081.8;5081.8;5254.1;5168.0;5340.2;5254.1;5254.1;3186.9;4909.6;5340.2;4306.6;4306.6,5340.2,3186.9,S
3.821,155.902184552,1808.8,5340.2,0.082797,155.984981209,N,6414.605,3183.9,19.0,G,5426.4,5598.6;5426.4;5426.4;5426.4;5426.4;5340.2;5770.9;6029.3;5426.4;5340.2;5512.5;4651.2;3273.0,6029.3,3273.0,S
4.482,156.633066306,3445.3,6115.4,0.075897,156.708963241,N,8287.483,3230.7,24.0,G,7407.4,5857.0;5857.0;6115.4;6029.3;7062.9;5943.2;7235.2;7321.3;7321.3;6373.8;7321.3;7407.4,7407.4,5857.0,S
3.823,156.774510594,1033.6,5598.6,0.074172,156.8486826,N,7023.29,3558.5,25.0,G,5857.0,5598.6;5684.8;5684.8;5598.6;5770.9;6029.3;5168.0;5081.8;5081.8;5857.0;5081.8;3876.0,6029.3,3876.0,S
3.481,156.926304465,1981.1,6029.3,0.077622,157.003926331,N,6836.003,3933.0,26.0,G,6115.4,5770.9;6115.4;6287.7;6115.4;6115.4;5770.9;6460.0;5081.8;4478.9;4478.9;5081.8;6201.6,6460.0,4478.9,S
3.262,157.052224381,1722.7,5598.6,0.096596,157.148820481,N,6882.825,4354.4,27.0,G,5168.0,5512.5;6718.4;5340.2;5168.0;5168.0;4995.7;5081.8;5168.0;5770.9;6718.4;6804.5;6201.6;6201.6;6632.2;6029.3;5684.8,6804.5,4995.7,S
4.142,159.929311579,2497.9,5254.1,0.098321,160.027632609,N,6774.967,2784.2,19.0,G,5426.4,5081.8;4995.7;5684.8;5426.4;4995.7;4995.7;5081.8;5684.8;6718.4;6718.4;6718.4;6546.1;5770.9;4306.6;4651.2;4134.4,6718.4,4134.4,S
3.867,161.80153417,1636.5,5426.4,0.084522,161.886055757,N,7099.794,3155.5,19.0,G,5512.5,5770.9;5512.5;5598.6;5512.5;5598.6;5512.5;4823.4;5598.6;6976.8;6115.4;6804.5;5770.9;4220.5;4823.4,6976.8,4220.5,S
3.803,164.686514155,1378.1,5168.0,0.089696,164.776210534,Y,6589.351,2923.4,19.0,G,5254.1,5943.2;5426.4;4651.2;5168.0;5254.1;5168.0;5168.0;5168.0;5168.0;5168.0;6029.3;6546.1;4995.7;4220.5;4306.6,6546.1,4220.5,S
3.782,168.378648257,2067.2,5598.6,0.091421,168.470069566,Y,7239.006,3155.5,19.0,G,5598.6,5857.0;5081.8;5770.9;5598.6;5598.6;5684.8;5684.8;5770.9;5770.9;5684.8;4220.5;6804.5;6460.0;4651.2;4737.3,6804.5,4220.5,S
3.752,170.975564903,1292.0,5254.1,0.089696,171.065261281,Y,6264.524,3387.5,19.0,G,5426.4,5340.2;5168.0;5168.0;5512.5;5426.4;5426.4;5426.4;5168.0;5168.0;4995.7;6115.4;5512.5;4478.9;4048.2,6115.4,4048.2,S
4.019,173.124300601,1808.8,5254.1,0.093146,173.217446839,N,6589.351,3248.3,19.0,G,4995.7,6115.4;6115.4;5340.2;5340.2;5598.6;4995.7;4995.7;4823.4;4995.7;4823.4;5426.4;6546.1;4995.7;4220.5;4134.4,6546.1,4134.4,S
3.985,176.333192093,1981.1,4909.6,0.089696,176.422888471,Y,6728.563,2737.8,19.0,G,4823.4,3876.0;5598.6;5340.2;5254.1;4823.4;4823.4;5340.2;4565.0;5081.8;5168.0;5857.0;6460.0;4909.6;3531.4,6460.0,3531.4,S
3.892,182.024704945,1808.8,5340.2,0.093146,182.117851184,Y,6682.159,3016.3,19.0,G,5512.5,4995.7;5254.1;5340.2;5340.2;5340.2;5512.5;5512.5;5598.6;5598.6;5512.5;5426.4;6460.0;6201.6;4392.8;4134.4,6460.0,4134.4,S
4.022,185.39624427,2153.3,5254.1,0.091421,185.487665579,Y,7023.29,3043.4,19.0,G,5254.1,5684.8;5770.9;4823.4;5254.1;5254.1;5254.1;5254.1;5512.5;4909.6;5426.4;5512.5;6373.8;5168.0;3962.1;3100.8,6373.8,3100.8,S
4.152,187.159158682,1981.1,5426.4,0.103496,187.262654503,Y,6414.605,3043.4,19.0,G,5512.5,3531.4;5857.0;5684.8;5512.5;5426.4;5512.5;5684.8;5598.6;5770.9;5426.4;3359.2;3359.2;6287.7;6029.3;4478.9;4048.2,6287.7,3359.2,S
4.002,187.831881519,2325.6,5512.5,0.084522,187.916403106,N,7631.975,3137.1,24.0,G,5512.5,4909.6;4909.6;6115.4;6115.4;5770.9;5512.5;5340.2;6201.6;5426.4;4995.7;4565.0;4048.2;4565.0;4737.3,6201.6,4048.2,S
