AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
3.671,48.105797931,2756.2,4823.4,0.259,48.364537484,Y,6797.5,2690.2,1.0,J,4995.7,3531.4;3703.7;4651.2;5943.2;5943.2;4995.7;5168.0;5340.2;5598.6;5770.9;5426.4;6287.7;4995.7;5254.1;3617.6;3789.8;4048.2;6632.2;6287.7;5426.4;4134.4;4306.6;3445.3;4134.4;5426.4;5512.5;6546.1;6287.7;5684.8;5426.4;5168.0;4737.3;4134.4;3617.6;4478.9;3876.0;4048.2;4134.4;4392.8;4737.3;4995.7;4995.7;4134.4;4134.4,6632.2,3445.3,S
3.316,48.533847262,2928.5,4909.6,0.262,48.796036676,Y,7109.8,2738.2,1.0,J,5598.6,4651.2;3359.2;3703.7;4048.2;4651.2;4737.3;4823.4;4995.7;5081.8;5254.1;5426.4;5684.8;5943.2;6115.4;6287.7;3273.0;3531.4;3703.7;4048.2;6976.8;6287.7;5598.6;5254.1;3703.7;3014.6;3617.6;4048.2;5340.2;6546.1;6460.0;6029.3;5512.5;5254.1;4909.6;4392.8;4048.2;3359.2;3014.6;4048.2;4048.2;4392.8;4565.0;4909.6;4995.7,6976.8,3014.6,S
3.782,49.430811045,2842.4,4909.6,0.262,49.693000458,Y,6821.6,2642.2,1.0,J,5512.5,3445.3;3445.3;3703.7;4651.2;4737.3;4909.6;4995.7;5168.0;5340.2;5512.5;5770.9;6029.3;4392.8;4220.5;3359.2;3531.4;4909.6;4823.4;6804.5;5943.2;5512.5;5168.0;5426.4;3186.9;4048.2;5340.2;5512.5;6546.1;4134.4;4134.4;5426.4;5168.0;4823.4;4134.4;3617.6;3359.2;2756.2;2756.2;2670.1;4565.0;4737.3;4909.6;4995.7;4823.4,6804.5,2670.1,S
3.514,50.329381191,2842.4,4392.8,0.276,50.605370047,Y,6749.5,2594.1,1.0,J,4909.6,3273.0;3273.0;4306.6;4220.5;4220.5;4048.2;3876.0;3703.7;5254.1;3186.9;3100.8;2842.4;2756.2;2670.1;2670.1;5512.5;5254.1;5081.8;4737.3;6460.0;6029.3;5254.1;4392.8;5081.8;3445.3;4048.2;5340.2;5254.1;6460.0;6287.7;5857.0;5254.1;5081.8;4651.2;4392.8;3617.6;3273.0;4392.8;3876.0;3445.3;4478.9;4565.0;4909.6;4995.7;4995.7;4909.6,6460.0,2670.1,S
3.932,51.689702916,2670.1,4306.6,0.262,51.951892329,N,6797.5,2930.4,1.0,J,3876.0,3703.7;4737.3;4823.4;4909.6;5081.8;5254.1;3014.6;5598.6;3186.9;3100.8;3531.4;3359.2;6546.1;6718.4;3273.0;3186.9;6287.7;5598.6;4909.6;3789.8;3703.7;3703.7;3100.8;5254.1;3703.7;6373.8;6201.6;5340.2;4823.4;4909.6;4478.9;3703.7;4306.6;4134.4;3962.1;3876.0;3617.6;4565.0;4823.4;4909.6;4478.9;4737.3;4737.3;4737.3,6718.4,3014.6,S
3.712,52.138184807,3100.8,4565.0,0.248,52.386574778,N,6778.9,2805.9,1.0,J,4909.6,4565.0;3703.7;4909.6;3962.1;4048.2;4134.4;4220.5;4392.8;4565.0;4306.6;4220.5;4134.4;4048.2;3789.8;3617.6;3100.8;6287.7;5340.2;4909.6;2928.5;3445.3;4134.4;5340.2;5254.1;6460.0;6373.8;5943.2;5254.1;5081.8;4823.4;4392.8;3703.7;3273.0;4995.7;4737.3;3359.2;4478.9;4737.3;4909.6;4909.6;4737.3;4737.3,6460.0,2928.5,S
4.066,52.545468345,3359.2,4478.9,0.307,52.852505948,N,6726.3,2666.5,1.0,J,4909.6,3100.8;4220.5;3273.0;3617.6;3789.8;4565.0;2928.5;4134.4;4048.2;3100.8;5254.1;3359.2;3014.6;5943.2;3789.8;3962.1;3789.8;3617.6;3703.7;3703.7;3703.7;6460.0;5512.5;4909.6;3617.6;3876.0;4134.4;3876.0;5254.1;6546.1;6546.1;6287.7;5943.2;5168.0;4909.6;4478.9;3617.6;3359.2;4909.6;3531.4;3445.3;4478.9;4651.2;4909.6;4909.6;4392.8;4306.6;4134.4;4048.2;3789.8;3531.4;3186.9,6546.1,2928.5,S
4.065,53.000849958,3359.2,4478.9,0.266,53.266489232,N,6948.3,2512.7,1.0,J,4909.6,3273.0;3703.7;4651.2;3531.4;4909.6;4909.6;4737.3;4392.8;5512.5;5770.9;5943.2;5943.2;3186.9;3186.9;3186.9;3876.0;2842.4;4392.8;4392.8;4306.6;4220.5;4392.8;3876.0;4823.4;4392.8;3273.0;6546.1;6460.0;5857.0;5426.4;5168.0;4909.6;4478.9;3703.7;3186.9;4478.9;4220.5;3359.2;4478.9;4651.2;4909.6;4995.7;4478.9;4909.6,6546.1,2842.4,S
4.056,53.452848368,3186.9,4392.8,0.224,53.677089314,N,6794.5,2897.3,1.0,J,4478.9,3703.7;3014.6;3014.6;5512.5;4306.6;2928.5;5254.1;6029.3;5684.8;6029.3;3703.7;3617.6;3531.4;3445.3;3445.3;3445.3;4909.6;3703.7;3531.4;5168.0;4909.6;3531.4;3531.4;3531.4;5254.1;6460.0;6460.0;6201.6;5598.6;5254.1;5081.8;4478.9;4134.4;3359.2;3100.8;4392.8;3445.3,6460.0,2928.5,S
3.708,55.240609485,3186.9,4306.6,0.283,55.523498062,N,7102.2,2615.2,1.0,J,3617.6,3703.7;3359.2;3617.6;4392.8;4306.6;4220.5;5770.9;5512.5;5254.1;4909.6;4565.0;2842.4;6718.4;6201.6;6373.8;4220.5;4392.8;4565.0;4737.3;4737.3;6546.1;6115.4;5254.1;3703.7;4651.2;3617.6;4306.6;5340.2;6546.1;6546.1;6115.4;5770.9;5340.2;4995.7;4651.2;4048.2;3617.6;3186.9;4392.8;3703.7;4134.4;4478.9;4737.3;4909.6;4392.8;2756.2;6115.4,6718.4,2756.2,S
3.909,56.141023128,2584.0,4478.9,0.269,56.410112262,N,6922.7,2769.1,1.0,J,4478.9,3617.6;3617.6;3962.1;3703.7;4823.4;4220.5;4823.4;3876.0;3617.6;4392.8;3531.4;4048.2;6287.7;5943.2;5598.6;3617.6;3876.0;4134.4;5598.6;5943.2;5426.4;4306.6;5254.1;3359.2;4048.2;5426.4;5426.4;6546.1;4306.6;4478.9;5426.4;5168.0;4823.4;4306.6;3703.7;3273.0;5684.8;5254.1;4909.6;4478.9;4651.2;4909.6;4995.7;5598.6;5340.2,6546.1,3273.0,S
3.315,56.601474551,2842.4,4565.0,0.269,56.870563686,Y,7076.5,2717.8,1.0,J,4565.0,3273.0;3617.6;3617.6;4392.8;4220.5;4478.9;4565.0;4737.3;4737.3;4737.3;5684.8;5943.2;6201.6;6287.7;3359.2;3531.4;3703.7;3962.1;4220.5;6546.1;5512.5;5254.1;4565.0;4392.8;4134.4;4048.2;5426.4;6546.1;6460.0;6201.6;5598.6;5340.2;4995.7;4651.2;3962.1;3617.6;3014.6;3962.1;3962.1;4306.6;4565.0;4909.6;4995.7;4909.6;4909.6,6546.1,3014.6,S
3.694,57.018907696,3014.6,3962.1,0.262,57.28109711,Y,7179.1,2692.2,1.0,J,5340.2,4134.4;5340.2;3273.0;3186.9;3617.6;3186.9;3531.4;3876.0;4478.9;4651.2;4737.3;4909.6;4995.7;5168.0;5340.2;5598.6;5857.0;6115.4;6287.7;3273.0;3359.2;3617.6;3876.0;4048.2;6632.2;6115.4;5340.2;4306.6;4220.5;3359.2;4134.4;5684.8;3962.1;4048.2;3962.1;3962.1;3962.1;3876.0;3876.0;4220.5;3703.7;3273.0;3703.7;3703.7,6632.2,3186.9,S
3.861,57.964169529,3359.2,4565.0,0.283,58.247058106,Y,7127.8,2512.7,1.0,J,4565.0,3273.0;3617.6;3962.1;4565.0;4651.2;4823.4;2842.4;2928.5;2928.5;5426.4;5684.8;5943.2;6115.4;6115.4;5857.0;5512.5;5168.0;4651.2;4392.8;3962.1;5943.2;5512.5;4478.9;4995.7;3789.8;4134.4;5340.2;6546.1;6546.1;6287.7;5943.2;5254.1;4995.7;4651.2;4048.2;3617.6;3014.6;3359.2;3186.9;4048.2;4565.0;4823.4;4995.7;4995.7;5081.8;4995.7;5081.8,6546.1,2842.4,S
3.608,58.860789975,3186.9,4651.2,0.307,59.167827577,Y,7127.8,2769.1,1.0,J,4565.0,4737.3;3273.0;3617.6;4134.4;4565.0;4737.3;4823.4;4995.7;3876.0;5254.1;3789.8;3789.8;5943.2;6115.4;6373.8;3617.6;3531.4;3617.6;3703.7;6804.5;6287.7;5512.5;5168.0;3703.7;4134.4;3617.6;3617.6;5254.1;6546.1;6460.0;6115.4;5598.6;5254.1;4909.6;4565.0;4048.2;3531.4;3100.8;6373.8;6460.0;6546.1;4565.0;4823.4;4909.6;4737.3;4306.6;4478.9;4651.2;4737.3;4823.4;3445.3;3445.3,6804.5,3100.8,S
3.492,59.292022562,3273.0,4651.2,0.293,59.585260722,Y,7025.2,2512.7,1.0,J,4478.9,4220.5;4220.5;3876.0;6201.6;5943.2;5684.8;3617.6;5081.8;4651.2;4220.5;4048.2;4651.2;4565.0;4565.0;5426.4;5598.6;6460.0;6546.1;6718.4;6718.4;5857.0;3617.6;4220.5;4392.8;4651.2;4737.3;5254.1;4651.2;4306.6;3359.2;4048.2;5426.4;6546.1;6460.0;6115.4;5598.6;5254.1;5081.8;4565.0;4048.2;3617.6;3186.9;2670.1;4048.2;4134.4;4478.9;4823.4;4909.6;4995.7;4737.3,6718.4,2670.1,S
3.785,59.774757686,3100.8,4306.6,0.262,60.036947099,Y,7079.2,2769.1,1.0,J,4392.8,3876.0;3876.0;4651.2;4651.2;5081.8;4995.7;4909.6;4995.7;4995.7;5081.8;5943.2;6201.6;3703.7;4392.8;3876.0;3703.7;4134.4;6976.8;6029.3;5512.5;4220.5;3703.7;3014.6;4134.4;4048.2;5426.4;6546.1;6460.0;6115.4;5684.8;5168.0;4823.4;4392.8;3962.1;3359.2;3014.6;4392.8;6460.0;4392.8;4565.0;4909.6;4220.5;4306.6;4306.6,6976.8,3014.6,S
3.847,60.150792503,3445.3,4478.9,0.338,60.488878851,Y,6934.1,2756.2,1.0,J,3531.4,4909.6;6201.6;5943.2;5598.6;5426.4;5081.8;4823.4;4565.0;4220.5;5770.9;4220.5;4134.4;3962.1;3445.3;3703.7;4306.6;2928.5;3617.6;3789.8;4306.6;4737.3;4651.2;4651.2;4565.0;4220.5;6115.4;6287.7;3703.7;6546.1;6804.5;4220.5;2928.5;6287.7;5857.0;4565.0;4651.2;4737.3;4134.4;3703.7;5426.4;6546.1;6460.0;6115.4;5512.5;5254.1;5081.8;4565.0;4048.2;3531.4;3100.8;4220.5;2756.2;4134.4;4478.9;4823.4;4909.6;4478.9;4737.3,6804.5,2756.2,S
3.658,60.640672722,3359.2,4478.9,0.304,60.944260464,Y,6992.2,2582.2,1.0,J,3617.6,2842.4;2756.2;4306.6;4478.9;4651.2;3617.6;3273.0;3617.6;4048.2;4565.0;4737.3;4737.3;4995.7;5081.8;5254.1;5426.4;5598.6;5857.0;6029.3;6287.7;3617.6;3445.3;3703.7;3789.8;3445.3;6546.1;5857.0;5168.0;3703.7;5770.9;3359.2;4134.4;5340.2;6460.0;6460.0;6287.7;5857.0;5340.2;5081.8;4823.4;4220.5;3617.6;3186.9;4392.8;4306.6;4220.5;4565.0;4909.6;4995.7;3100.8;2928.5,6546.1,2756.2,S
3.814,61.12020336,3273.0,4306.6,0.266,61.385842634,Y,6905.1,2553.2,1.0,J,3273.0,3273.0;3531.4;3962.1;4478.9;3617.6;3531.4;4909.6;4995.7;5168.0;5426.4;4306.6;4392.8;4392.8;4306.6;4220.5;3962.1;3962.1;3359.2;3876.0;2928.5;6029.3;5340.2;4478.9;3703.7;3273.0;4048.2;5340.2;5426.4;6546.1;6373.8;5857.0;5340.2;5168.0;4909.6;4478.9;3703.7;3273.0;2928.5;4048.2;3531.4;4392.8;4651.2;4909.6;4995.7;3531.4,6546.1,2928.5,S
3.968,61.547986087,3359.2,4651.2,0.262,61.8101755,Y,7021.2,2640.2,11.0,J,3531.4,2756.2;4651.2;4651.2;3789.8;4737.3;4392.8;3273.0;3617.6;4134.4;4565.0;4565.0;4565.0;4909.6;4995.7;5254.1;5426.4;5684.8;5943.2;5857.0;5512.5;3273.0;2756.2;2670.1;5598.6;5770.9;6460.0;5943.2;5254.1;4306.6;5426.4;3359.2;4134.4;5340.2;6460.0;6460.0;6287.7;5426.4;5254.1;5081.8;4565.0;4134.4;3531.4;3186.9;4306.6,6460.0,2670.1,S
3.839,21.440889807,2842.4,4306.6,0.255,21.696253736,Y,6714.3,2444.1,1.0,J,3876.0,3273.0;3617.6;3617.6;3962.1;4651.2;4392.8;4737.3;4909.6;6029.3;5512.5;5598.6;4306.6;4306.6;4220.5;3359.2;3703.7;3617.6;4306.6;3531.4;3703.7;5857.0;5254.1;3876.0;4737.3;4651.2;4565.0;5254.1;6373.8;6373.8;6115.4;5340.2;5254.1;4909.6;4306.6;3876.0;4392.8;4565.0;4651.2;4737.3;4306.6;4651.2;4909.6;4995.7;3273.0,6373.8,3273.0,S
3.798,21.882225294,3014.6,4220.5,0.264,22.145916308,Y,6714.3,2472.2,1.0,J,3789.8,4651.2;3531.4;3531.4;3962.1;4306.6;4651.2;6287.7;5512.5;5081.8;5168.0;5426.4;4220.5;4478.9;4565.0;4737.3;4823.4;4909.6;3703.7;3962.1;4737.3;6201.6;5598.6;5254.1;3789.8;3186.9;4048.2;3876.0;5340.2;6460.0;6460.0;6029.3;5340.2;5081.8;4995.7;4220.5;3789.8;3273.0;3014.6;3876.0;3876.0;4392.8;4651.2;4823.4;4823.4;4737.3,6460.0,3014.6,S
3.854,22.320785086,2670.1,4048.2,0.261,22.581700405,Y,6826.6,2500.3,1.0,J,3789.8,3014.6;3445.3;3789.8;3789.8;4392.8;4651.2;4737.3;3703.7;4909.6;5168.0;5340.2;5598.6;5857.0;6115.4;6201.6;5340.2;3445.3;3703.7;3876.0;4048.2;6115.4;5684.8;5340.2;3876.0;3531.4;3962.1;3876.0;5340.2;3703.7;6287.7;6029.3;5426.4;5168.0;4565.0;4306.6;3789.8;3359.2;2928.5;3789.8;3789.8;4392.8;4651.2;4737.3;4306.6;4478.9,6287.7,2928.5,S
3.747,22.759344878,2928.5,4220.5,0.261,23.020260197,Y,6939.0,2584.6,1.0,J,3789.8,3100.8;3617.6;3617.6;3876.0;4306.6;3789.8;3531.4;3531.4;3789.8;5254.1;5512.5;5684.8;5943.2;4565.0;6201.6;5254.1;3531.4;3703.7;6546.1;6287.7;6373.8;5598.6;5168.0;3703.7;4306.6;4134.4;4134.4;5426.4;6546.1;6373.8;6029.3;5426.4;5168.0;4909.6;4306.6;3789.8;3359.2;3014.6;3703.7;3617.6;4306.6;4478.9;4823.4;4909.6;4392.8,6546.1,3014.6,S
3.566,23.206231754,3100.8,4220.5,0.261,23.467147073,Y,6910.9,2528.4,1.0,J,3789.8,3186.9;3617.6;3617.6;3962.1;4565.0;4651.2;4651.2;4909.6;5081.8;5254.1;5512.5;5684.8;5943.2;6115.4;6201.6;3359.2;3531.4;3789.8;3962.1;4909.6;6373.8;5684.8;5340.2;3703.7;3100.8;4048.2;4048.2;5340.2;6460.0;6460.0;5943.2;5426.4;5168.0;4909.6;4220.5;3789.8;3359.2;3014.6;3876.0;3789.8;4306.6;4306.6;4909.6;4995.7;4995.7,6460.0,3014.6,S
3.513,23.648311712,3100.8,4220.5,0.257,23.905670511,Y,7056.6,2587.4,1.0,J,3703.7,3531.4;3789.8;3789.8;4306.6;6287.7;6287.7;4909.6;5081.8;5254.1;5426.4;5598.6;5857.0;6115.4;6201.6;6373.8;3359.2;3617.6;3789.8;4134.4;6546.1;5943.2;5340.2;3962.1;3876.0;3359.2;4134.4;5512.5;6460.0;6546.1;6373.8;5857.0;5340.2;5081.8;4823.4;4048.2;3703.7;3273.0;2928.5;3876.0;3789.8;4392.8;4737.3;4909.6;4995.7;4737.3,6546.1,2928.5,S
3.473,24.116680332,3186.9,4392.8,0.251,24.367940581,Y,6888.6,2688.2,1.0,J,4048.2,3617.6;3876.0;3876.0;4306.6;3186.9;3359.2;3273.0;4995.7;3789.8;5340.2;5598.6;5770.9;6029.3;6201.6;6373.8;3445.3;3703.7;3876.0;4134.4;6546.1;5943.2;5340.2;3876.0;4306.6;3359.2;4134.4;5426.4;6546.1;6546.1;6373.8;5857.0;5340.2;5081.8;4651.2;4048.2;3703.7;3100.8;2928.5;3962.1;3876.0;4478.9;4737.3;4909.6,6546.1,2928.5,S
3.838,24.599294504,3703.7,4220.5,0.255,24.854213883,Y,6653.4,2217.8,1.0,J,3876.0,3359.2;3876.0;3876.0;4134.4;3273.0;3359.2;4909.6;5168.0;5254.1;5254.1;5512.5;5770.9;6115.4;6287.7;3359.2;3445.3;3617.6;3876.0;4134.4;6546.1;6029.3;5426.4;4134.4;3876.0;3445.3;4134.4;5426.4;5943.2;6460.0;6287.7;5943.2;5340.2;5081.8;4737.3;4134.4;3876.0;3273.0;2756.2;2756.2;3617.6;4392.8;4478.9;4909.6;4995.7,6546.1,2756.2,S
3.707,25.060243742,3186.9,4823.4,0.257,25.317602541,Y,6787.8,2721.8,1.0,J,3876.0,3617.6;3617.6;3876.0;6373.8;3703.7;3703.7;3703.7;3617.6;5254.1;5426.4;5684.8;5943.2;6029.3;6373.8;3359.2;3531.4;3703.7;3962.1;4048.2;6201.6;5684.8;5340.2;3876.0;3014.6;3617.6;4048.2;5426.4;6546.1;6373.8;6115.4;5684.8;5254.1;4995.7;4306.6;3876.0;3445.3;3014.6;3789.8;3789.8;3876.0;4478.9;4909.6;4995.7;4995.7,6546.1,3014.6,S
3.603,25.512088898,2928.5,4220.5,0.251,25.763349148,Y,6687.0,2688.2,1.0,J,3962.1,3273.0;3617.6;3617.6;3962.1;4306.6;4134.4;3531.4;3273.0;4995.7;5254.1;5426.4;5684.8;5943.2;6201.6;6287.7;4220.5;3962.1;3789.8;3962.1;3703.7;6287.7;5598.6;5168.0;3703.7;5168.0;4048.2;4048.2;5426.4;6460.0;6373.8;5857.0;5426.4;5168.0;4995.7;4306.6;3962.1;3359.2;3014.6;4565.0;4565.0;4134.4;4478.9;4651.2;4995.7,6460.0,3014.6,S
3.495,25.948455214,2842.4,4306.6,0.254,26.202154883,Y,7123.8,2621.0,1.0,J,4048.2,3703.7;3703.7;3962.1;4565.0;4478.9;6460.0;6373.8;5168.0;5254.1;5426.4;5684.8;5857.0;6115.4;4392.8;4565.0;4651.2;4737.3;4737.3;4048.2;6287.7;5857.0;5426.4;3703.7;3617.6;3359.2;4048.2;5340.2;5857.0;6460.0;6201.6;5684.8;5254.1;4995.7;4392.8;4048.2;3617.6;3014.6;2928.5;3962.1;4048.2;4478.9;4909.6;4995.7,6460.0,2928.5,S
3.59,26.38970037,3014.6,4134.4,0.256,26.645839459,Y,7325.4,2688.2,1.0,J,3703.7,3617.6;3876.0;3876.0;4306.6;5081.8;5081.8;7321.3;4995.7;5168.0;5340.2;5598.6;5857.0;6115.4;6201.6;6373.8;3359.2;3703.7;3876.0;4048.2;6718.4;6115.4;5426.4;3962.1;3703.7;3789.8;4048.2;5340.2;5943.2;6460.0;6287.7;5857.0;5340.2;5081.8;4737.3;4048.2;3703.7;3273.0;2928.5;4220.5;3876.0;4306.6;4565.0;4909.6;4909.6,7321.3,2928.5,S
3.463,26.838075091,2928.5,4392.8,0.257,27.09543389,Y,7392.6,2587.4,1.0,J,3789.8,3445.3;3789.8;3789.8;4306.6;4478.9;4478.9;4909.6;4995.7;5168.0;5340.2;5598.6;5770.9;6029.3;6201.6;6373.8;3359.2;3617.6;3789.8;4134.4;6890.6;6029.3;5684.8;3789.8;3789.8;3359.2;4048.2;5426.4;5426.4;6546.1;6373.8;5857.0;5340.2;5168.0;4909.6;4392.8;3789.8;3359.2;3100.8;3876.0;3703.7;4392.8;4478.9;4909.6;4909.6,6890.6,3100.8,S
3.46,27.279131552,2756.2,4478.9,0.255,27.534050932,Y,7258.2,2553.8,1.0,J,3617.6,3531.4;3531.4;3876.0;4392.8;3445.3;3703.7;4651.2;4995.7;5168.0;5426.4;5598.6;5770.9;5943.2;6029.3;4651.2;3445.3;3617.6;3789.8;4048.2;6804.5;5857.0;5426.4;3789.8;5598.6;3531.4;4134.4;5426.4;5770.9;6460.0;6115.4;5770.9;5340.2;5081.8;4909.6;4048.2;3617.6;3100.8;2756.2;3876.0;3962.1;4478.9;4909.6;4995.7;4995.7,6804.5,2756.2,S
3.218,27.731731487,2584.0,4909.6,0.255,27.986650866,Y,7426.2,2654.6,1.0,J,3531.4,3531.4;3531.4;5426.4;5426.4;5426.4;5512.5;5512.5;4995.7;5168.0;5426.4;5598.6;5857.0;6115.4;6287.7;3359.2;3445.3;3789.8;3962.1;4048.2;6201.6;5684.8;5254.1;3876.0;4651.2;3445.3;4134.4;5426.4;5684.8;6546.1;6115.4;5684.8;5340.2;4995.7;4392.8;3962.1;3531.4;3100.8;4306.6;4220.5;4134.4;4478.9;4909.6;4909.6;4995.7,6546.1,3100.8,S
3.293,28.184331421,2670.1,4565.0,0.259,28.44290993,Y,7560.6,2654.6,1.0,J,3617.6,3531.4;3531.4;3876.0;4392.8;4651.2;3789.8;3876.0;4995.7;5168.0;5340.2;5598.6;5770.9;6029.3;6201.6;5168.0;3445.3;3617.6;3876.0;4134.4;6890.6;5770.9;5340.2;3876.0;3273.0;3359.2;4048.2;5340.2;5684.8;6546.1;6115.4;5684.8;5340.2;5081.8;4909.6;4048.2;3617.6;3186.9;4651.2;4651.2;3876.0;4392.8;4565.0;4909.6;4909.6,6890.6,3186.9,S
3.422,30.240344268,2842.4,4651.2,0.251,30.491604517,Y,7392.6,2688.2,1.0,J,3876.0,3359.2;3617.6;3617.6;4565.0;4478.9;4478.9;4995.7;5168.0;5340.2;5340.2;5598.6;5770.9;5943.2;4478.9;3962.1;4306.6;4478.9;4565.0;4651.2;4651.2;5770.9;5340.2;3617.6;3617.6;3531.4;3876.0;5254.1;6373.8;6373.8;6201.6;5512.5;5081.8;4823.4;4565.0;3876.0;3445.3;3014.6;4048.2;3876.0;3876.0;4651.2;4909.6;4995.7,6373.8,3014.6,S
3.1,30.680558408,2842.4,4909.6,0.248,30.928159527,Y,7527.0,2553.8,1.0,J,5340.2,3703.7;3703.7;4651.2;4737.3;4737.3;4995.7;5168.0;5340.2;5598.6;5598.6;5770.9;6029.3;6287.7;6546.1;3445.3;3617.6;3789.8;4048.2;6718.4;5770.9;5340.2;4737.3;3617.6;3531.4;3876.0;5254.1;5426.4;6373.8;6201.6;5598.6;5254.1;4995.7;4651.2;3962.1;3617.6;3100.8;4048.2;3962.1;3876.0;4565.0;4737.3;4995.7,6718.4,3100.8,S
3.188,31.109983853,2670.1,4995.7,0.255,31.364903232,Y,7493.4,2553.8,1.0,J,5426.4,3531.4;3531.4;3876.0;4651.2;4651.2;4737.3;5081.8;5254.1;5426.4;5598.6;5598.6;5857.0;6029.3;6287.7;3531.4;3531.4;3703.7;3876.0;7062.9;6632.2;5598.6;5254.1;3617.6;5943.2;3617.6;3617.6;5426.4;6373.8;6373.8;5943.2;5512.5;5168.0;4909.6;4651.2;3876.0;3531.4;3014.6;3962.1;3789.8;4478.9;4651.2;4995.7;4995.7;4995.7,7062.9,3014.6,S
3.472,31.558547268,2842.4,4995.7,0.25,31.808587808,Y,7426.2,2587.4,1.0,J,5512.5,3617.6;3617.6;3876.0;4737.3;4737.3;4995.7;5168.0;5340.2;5598.6;5598.6;6029.3;6029.3;6287.7;4392.8;4565.0;4737.3;4737.3;4048.2;6890.6;6029.3;5512.5;4995.7;3789.8;3186.9;3876.0;5340.2;5340.2;6460.0;6287.7;5943.2;5254.1;5081.8;4737.3;3962.1;3617.6;3186.9;2670.1;3876.0;3876.0;4565.0;4737.3;4909.6;4909.6,6890.6,2670.1,S
3.693,31.995479668,2670.1,4909.6,0.248,32.243080787,Y,7157.4,2553.8,1.0,J,4909.6,3531.4;3531.4;4306.6;4651.2;4737.3;4909.6;5081.8;5254.1;5426.4;5598.6;5770.9;6115.4;3186.9;3186.9;3531.4;3617.6;3876.0;4048.2;6976.8;5857.0;5340.2;3789.8;5943.2;3617.6;4048.2;5340.2;5340.2;6460.0;6201.6;5598.6;5340.2;5081.8;4737.3;3876.0;3531.4;3014.6;4306.6;3962.1;3962.1;4565.0;4909.6;4909.6,6976.8,3014.6,S
3.956,32.441037609,2756.2,4737.3,0.248,32.688638728,Y,6922.2,2789.0,1.0,J,3876.0,3703.7;4048.2;4478.9;5943.2;4392.8;4134.4;5081.8;5340.2;5512.5;5770.9;5943.2;5426.4;5598.6;5081.8;4478.9;3876.0;4995.7;5168.0;6029.3;5598.6;5081.8;3789.8;3273.0;3876.0;5426.4;5340.2;6460.0;6460.0;5857.0;5426.4;5168.0;4995.7;4565.0;3876.0;3445.3;3789.8;3876.0;3703.7;5598.6;4651.2;4823.4;4909.6,6460.0,3273.0,S
3.397,32.887538993,3014.6,3789.8,0.255,33.142458372,Y,6687.0,2755.4,1.0,J,2756.2,3617.6;3876.0;4565.0;4392.8;4220.5;4909.6;4995.7;5254.1;5426.4;5684.8;5943.2;6201.6;4220.5;4134.4;4048.2;3703.7;5512.5;5598.6;6201.6;5598.6;5340.2;5081.8;4909.6;3876.0;3876.0;5340.2;5943.2;6546.1;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;4995.7;4995.7,6546.1,2756.2,S
3.812,33.328130522,2584.0,4909.6,0.254,33.581830191,Y,7157.4,2688.2,1.0,J,5254.1,3617.6;3617.6;4220.5;4306.6;4048.2;4048.2;5081.8;5254.1;5426.4;5684.8;5857.0;4220.5;4048.2;4048.2;3531.4;3703.7;3876.0;2928.5;3789.8;5770.9;5254.1;3789.8;5081.8;3445.3;4048.2;5426.4;5857.0;6546.1;6115.4;5598.6;5254.1;4995.7;4737.3;3876.0;3445.3;3962.1;3962.1;3703.7;4048.2;4392.8;4823.4;4909.6,6546.1,2928.5,S
3.735,33.771713975,2842.4,4823.4,0.254,34.025413645,Y,7560.6,2654.6,1.0,J,5512.5,3359.2;3531.4;3789.8;3962.1;4048.2;4220.5;4220.5;5168.0;5340.2;5512.5;5770.9;6029.3;4909.6;4909.6;4995.7;3445.3;3876.0;4048.2;7062.9;5943.2;5512.5;5168.0;5770.9;3273.0;4048.2;5512.5;5512.5;6546.1;6546.1;5943.2;5426.4;5168.0;4909.6;4306.6;3703.7;3359.2;2928.5;3962.1;3789.8;4392.8;4737.3;4909.6;4995.7,7062.9,2928.5,S
3.25,34.225068687,3359.2,4048.2,0.251,34.476328937,Y,6619.8,2755.4,1.0,J,5512.5,2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2842.4;2842.4;2842.4;2842.4;2756.2;2842.4;2756.2;2756.2;3703.7;2756.2;4651.2;4478.9;5857.0;5512.5;6373.8;5770.9;3703.7;4048.2;5340.2;6460.0;6460.0;6115.4;5598.6;5340.2;4995.7;4737.3;4048.2;3617.6;3014.6;3962.1;3617.6;4048.2;4478.9;4909.6;4995.7;4995.7,6460.0,2756.2,S
3.565,34.667809819,2756.2,4737.3,0.272,34.939805138,Y,6754.2,3057.9,1.0,J,3703.7,3703.7;4048.2;3962.1;4392.8;4478.9;4565.0;5254.1;5512.5;5770.9;6029.3;6201.6;6373.8;3359.2;3617.6;3703.7;4048.2;4048.2;6115.4;5512.5;5254.1;3962.1;5857.0;4048.2;5426.4;5340.2;6546.1;6460.0;6115.4;5512.5;5254.1;3359.2;3617.6;3703.7;3445.3;3962.1;3962.1;4220.5;4048.2;4392.8;4909.6;4651.2;4737.3;4737.3;4909.6;5081.8,6546.1,3359.2,S
